portNumber,portName,regionNumber,regionName,countryCode,countryName,latitude,longitude,publicationNumber,chartNumber,navArea,harborSize,harborType,shelter,erTide,erSwell,erIce,erOther,overheadLimits,chDepth,anDepth,cpDepth,otDepth,tide,maxVesselLength,maxVesselBeam,maxVesselDraft,goodHoldingGround,turningArea,firstPortOfEntry,usRep,ptCompulsory,ptAvailable,ptLocalAssist,ptAdvisable,tugsSalvage,tugsAssist,qtPratique,qtOther,cmTelephone,cmTelegraph,cmRadio,cmRadioTel,cmAir,cmRail,loWharves,loAnchor,loMedMoor,loBeachMoor,loIceMoor,medFacilities,garbageDisposal,degauss,dirtyBallast,crFixed,crMobile,crFloating,lifts100,lifts50,lifts25,lifts0,srLongshore,srElectrical,srSteam,srNavigEquip,srElectRepair,suProvisions,suWater,suFuel,suDiesel,suDeck,suEngine,repairCode,drydock,railway,qtSanitation,suAviationFuel,harborUse,ukcMgmtSystem,portSecurity,etaMessage,searchAndRescue,tss,vts,cht,globalId,loRoro,loSolidBulk,loContainer,loBreakBulk,loOilTerm,loLongTerm,loOther,loDangCargo,loLiquidBulk,srIceBreaking,srDiving,cranesContainer,unloCode,dnc,s121WaterBody,s57Enc,s101Enc,dodWaterBody,alternateName,entranceWidth,lngTerminalDepth,offMaxVesselLength,offMaxVesselBeam,offMaxVesselDraft,
32070,Methil,31870,SCOTLAND EAST COAST,GB,United Kingdom,"56°11'00""N","2°60'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,35035,I,S,CT,G,Y,N,Y,Y,Y,2,11,5,,3,,,,N,U,N,N,N,,,Y,U,Y,U,Y,U,Y,Y,U,Y,Y,Y,U,U,U,U,Y,U,U,Y,U,Y,U,U,U,U,Y,U,U,U,U,U,U,Y,Y,Y,U,U,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{DC9DBF90-29A6-42BC-B961-0C38F1E9CD92},U,U,U,U,U,U,U,U,U,U,U,U,GB MTH,"a2031980, coa20e, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
35300,Mevagissey,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°16'00""N","4°47'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37003,I,V,CB,G,Y,N,N,Y,U,2,3,0,,4,,,,U,U,U,U,Y,,,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,U,U,U,U,C,U,U,U,U,UNK,U,U,U,U,U,U,U,{B442D6E0-A637-4D6A-9125-58CA29D73010},U,U,U,U,U,U,U,U,U,U,U,U,GB MVG,"a2035370, coa20b, gen20b",,,,English Channel; North Atlantic Ocean,,,,,,,
34880,Milford Haven,34710,WALES,GB,United Kingdom,"51°43'00""N","5°02'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,"36033, 36034",I,M,RN,F,Y,Y,N,Y,N,9,9,,5,4,,,,U,Y,Y,N,Y,,,Y,U,U,U,Y,Y,U,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,U,Y,U,Y,U,U,U,Y,Y,U,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,A,S,U,Y,U,UNK,U,U,Y,U,U,U,U,{70D7421C-0C90-4F3A-962B-4C48013FDEB6},U,U,U,U,U,U,U,U,U,U,U,U,GB MLF,"a2034880, coa20j, gen20b",,,,Celtic Sea; North Atlantic Ocean,,,,,,,
33520,Millport,32790,SCOTLAND WEST COAST,GB,United Kingdom,"55°45'00""N","4°55'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,36021,I,S,CN,F,N,N,N,Y,U,2,11,2,,8,,,,U,U,Y,N,U,,,U,N,N,U,U,Y,U,U,U,U,U,U,U,U,U,U,Y,Y,U,N,U,U,U,U,U,U,U,Y,Y,N,N,N,Y,Y,N,N,N,N,U,U,U,U,U,UNK,U,U,N,U,U,U,U,{EABE8EE8-6CD8-49B9-BE25-47718CFACEE5},U,U,U,U,U,U,U,U,U,U,U,U,GB MLP,"a2033490, coa20i, gen20b, h2033500",,,,North Atlantic Ocean,,,,,,,
32200,Montrose,31870,SCOTLAND EAST COAST,GB,United Kingdom,"56°42'00""N","2°28'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,"35013, 35014",I,V,RN,G,Y,Y,N,Y,Y,5,23,6,5,4,,,,Y,U,Y,N,Y,,,Y,N,Y,U,U,Y,Y,U,Y,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,Y,Y,Y,Y,U,U,U,U,U,Y,Y,Y,Y,Y,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{16A4660C-75F8-4EA0-B17B-212C3DB7C5E2},U,U,U,U,U,U,U,U,U,U,U,U,GB MON,"a2032220, coa20e, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
34685,Mostyn,34580,ENGLAND WEST COAST,GB,United Kingdom,"53°19'00""N","3°16'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,36025,I,V,CN,F,U,U,U,Y,U,11,16,2,,5,,,,U,U,U,U,Y,,,U,U,Y,U,Y,U,U,Y,U,U,Y,Y,U,U,U,U,U,Y,U,Y,Y,Y,Y,U,Y,Y,Y,Y,U,U,U,U,U,Y,U,U,U,U,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{5916BE22-E1ED-4C89-AB8A-84D2E1A4C06C},U,U,U,U,U,U,U,U,U,U,U,U,GB CHE,"a2034690, coa20j, gen20b",,,,Irish Sea; North Atlantic Ocean,,,,,,,
34970,Neath,34710,WALES,GB,United Kingdom,"51°38'00""N","3°50'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,,I,V,CN,G,Y,N,N,Y,Y,3,19,5,5,6,,,,U,U,U,U,Y,,,U,N,Y,U,Y,U,U,Y,U,Y,Y,Y,U,U,U,U,Y,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,Y,Y,U,U,N,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{5B71A060-F225-4D48-AEAA-8292E7C7EB7E},U,U,U,U,U,U,U,U,U,U,U,U,GB NEA,"coa20j, gen20b",,,,Bristol Channel; North Atlantic Ocean,,,,,,,
35650,Newhaven Harbour,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°47'00""N","0°03'00""E",Sailing Directions Pub. 191 (Enroute) - English Channel,37115,I,V,RN,G,Y,N,N,Y,Y,5,14,8,,6,,,,Y,U,Y,N,Y,,,U,N,Y,U,U,Y,Y,Y,U,Y,Y,U,U,U,U,U,Y,U,U,Y,Y,Y,U,U,U,U,Y,Y,U,U,U,U,U,Y,Y,Y,Y,Y,C,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{14CCA547-B749-4AC7-8281-34374FD5CDC0},U,U,U,U,U,U,U,U,U,U,U,U,GB NHV,"a2035600, coa20c, gen20b",,,,English Channel; North Atlantic Ocean,,,,,,,
31668,New Holland,31330,ENGLAND EAST COAST,GB,United Kingdom,"53°42'00""N","0°22'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,37063,I,V,OR,P,U,U,U,Y,U,0,5,0,,5,,,,U,U,U,U,Y,,,U,U,U,U,Y,Y,Y,Y,U,U,U,Y,U,U,U,U,U,Y,U,U,U,Y,Y,U,U,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,U,U,C,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{21DD7EA0-6249-4249-8CE4-AFB0E8B7F212},U,U,U,U,U,U,U,U,U,U,U,U,GB NHO,"a2031660, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
35240,Newlyn,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°06'00""N","5°33'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,36049,I,V,CB,G,Y,N,N,Y,Y,14,14,5,,5,,,,U,U,U,U,U,,,U,N,Y,U,U,U,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,N,N,Y,N,N,N,N,N,Y,Y,U,Y,Y,U,Y,Y,Y,U,U,C,U,S,U,U,UNK,U,U,Y,U,U,U,U,{2AC2D4BC-0641-4B05-8BD2-2443383C022C},U,U,U,U,U,U,U,U,U,U,U,U,GB NYL,"a2035290, coa20a, gen20b",,,,English Channel; North Atlantic Ocean,,,,,,,
35015,Newport,34710,WALES,GB,United Kingdom,"51°33'00""N","2°59'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,36042,I,M,RT,E,Y,N,N,Y,Y,9,17,6,,29,,,,U,U,Y,U,N,,,U,U,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,U,Y,Y,Y,Y,U,Y,Y,U,Y,Y,Y,Y,Y,A,M,U,U,U,UNK,U,U,Y,U,U,U,U,{D83C828A-2648-4972-9DBD-39C603AE9539},U,U,U,U,U,U,U,U,U,U,U,U,GB NPT,"a2035070, gen20b, h2035015",,,,Bristol Channel; North Atlantic Ocean,,,,,,,
33250,Oban,32790,SCOTLAND WEST COAST,GB,United Kingdom,"56°25'00""N","5°28'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35119,I,S,CN,E,N,N,N,Y,U,13,11,3,,3,,,,N,U,N,N,U,,,U,U,U,U,U,Y,Y,Y,U,U,Y,Y,U,U,U,U,Y,U,U,N,U,Y,U,U,U,U,Y,Y,U,U,U,U,Y,Y,Y,Y,Y,U,B,U,M,U,U,UNK,U,U,Y,U,U,U,U,{0030BA09-C819-4C90-A911-0101B958A0FD},U,U,U,U,U,U,U,U,U,U,U,U,GB OBA,"a2032790, coa20i, gen20b, h2033250",,,,North Atlantic Ocean,,,,,,,
33460,Old Kilpatrick,32790,SCOTLAND WEST COAST,GB,United Kingdom,"55°55'00""N","4°28'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,36019,I,V,RN,F,N,N,N,Y,Y,6,,,6,3,,,,U,U,U,U,Y,,,U,U,Y,U,U,U,U,U,U,Y,Y,U,U,U,U,U,Y,U,U,N,U,U,U,U,U,U,U,Y,U,U,U,U,U,Y,Y,U,U,U,D,U,S,U,U,UNK,U,U,U,U,U,U,U,{E6C58174-5855-466C-968A-AF2F03FE4AE3},U,U,U,U,U,U,U,U,U,U,U,U,GB OKK,"gen20b, h2033490",,,,North Atlantic Ocean,,,,,,,
33060,Ornsay,32790,SCOTLAND WEST COAST,GB,United Kingdom,"57°09'00""N","5°48'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35095,I,V,CN,F,N,N,N,Y,U,13,14,2,,0,,,,U,U,N,N,U,,,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,N,U,U,U,U,U,U,U,U,U,U,Y,Y,U,U,U,U,D,U,U,U,U,UNK,U,U,N,U,U,U,U,{87626B25-B5DA-4D3C-A9B5-6FF11AA1E475},U,U,U,U,U,U,U,U,U,U,U,U,,"a2033090, coa20i, gen20b",,,,North Atlantic Ocean,,,,,,,
35170,Padstow,35030,ENGLAND SW COAST,GB,United Kingdom,"50°33'00""N","4°56'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,36035,I,V,RN,E,Y,Y,N,Y,U,2,14,3,,6,,,,Y,U,Y,N,Y,,,Y,N,N,U,U,Y,U,Y,U,Y,Y,U,U,U,U,U,Y,Y,U,Y,N,N,N,N,N,N,N,U,U,U,U,U,Y,Y,Y,Y,U,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{99E9C596-379F-4070-B146-A7939F0AD046},U,U,U,U,U,U,U,U,U,U,U,U,GB PAD,"coa20a, gen20b",,,,Celtic Sea; North Atlantic Ocean,,,,,,,
35330,Par,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°21'00""N","4°42'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37003,I,V,CB,G,Y,N,N,Y,Y,0,9,5,,4,,,,N,Y,U,U,Y,,,Y,N,N,U,U,U,Y,Y,Y,U,Y,Y,U,U,U,U,Y,Y,U,Y,U,Y,U,U,U,U,Y,Y,U,U,Y,Y,Y,Y,Y,Y,U,U,C,S,U,Y,U,UNK,U,U,Y,U,U,U,U,{B454BC28-995A-4A0C-BCB5-D6BABD2DD900},U,U,U,U,U,U,U,U,U,U,U,U,GB PAR,"a2035370, coa20b, gen20b",,,,English Channel; North Atlantic Ocean,,,,,,,
35250,Penzance,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°07'00""N","5°32'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,36049,I,S,CT,G,Y,N,N,Y,Y,,14,5,,5,,,,U,U,Y,N,U,,,U,N,Y,U,U,Y,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,U,Y,U,U,Y,Y,Y,U,U,U,U,U,Y,Y,Y,Y,Y,Y,C,S,S,U,U,UNK,U,U,Y,U,U,U,U,{8578A469-4379-428E-9E23-C9EC61A29580},U,U,U,U,U,U,U,U,U,U,U,U,GB PEN,"a2035290, coa20a, gen20b",,,,English Channel; North Atlantic Ocean,,,,,,,
32180,Perth,31870,SCOTLAND EAST COAST,GB,United Kingdom,"56°24'00""N","3°27'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35014,I,S,RB,E,Y,N,N,Y,Y,0,,3,,3,,,,U,U,U,N,N,,,Y,U,Y,U,Y,Y,Y,U,Y,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,U,Y,Y,Y,U,U,U,U,U,Y,Y,Y,U,U,C,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{8863BB4A-A9D0-45C4-9D8B-9597E2BBC017},U,U,U,U,U,U,U,U,U,U,U,U,GB PER,gen20b,,,,North Sea; North Atlantic Ocean,,,,,,,
32230,Peterhead,31870,SCOTLAND EAST COAST,GB,United Kingdom,"57°30'00""N","1°47'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35013,I,M,CB,G,Y,Y,N,Y,U,9,13,9,9,3,,,,Y,Y,Y,N,Y,,,U,N,Y,U,U,Y,Y,U,Y,Y,Y,Y,U,U,U,U,Y,Y,U,Y,U,Y,U,Y,Y,Y,U,Y,U,U,U,Y,Y,Y,Y,Y,Y,Y,B,S,U,Y,U,UNK,U,U,Y,U,U,U,U,{4A5B700D-230F-4808-850D-7BD60E4B0F79},U,U,U,U,U,U,U,U,U,U,U,U,GB PHD,"coa20f, gen20b",,,,North Sea; North Atlantic Ocean,Peterhead Bay Harbor,,,,,,
32890,Plockton,32790,SCOTLAND WEST COAST,GB,United Kingdom,"57°20'00""N","5°39'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35094,I,V,CN,F,U,U,U,U,U,5,3,,,0,,,,Y,U,U,U,U,,,U,U,U,U,U,U,U,Y,U,Y,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,U,U,U,U,D,U,S,U,U,UNK,U,U,U,U,U,U,U,{4B72400B-5D5B-4B48-950B-D269F84B08B3},U,U,U,U,U,U,U,U,U,U,U,U,GB PLO,"a2032920, coa20i, gen20b, h2032920",,,,North Atlantic Ocean,,,,,,,
35370,Plymouth,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°22'00""N","4°09'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37006,I,M,CN,E,Y,N,N,Y,Y,9,8,8,8,5,,,,Y,Y,Y,Y,Y,,,Y,U,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,Y,U,U,Y,Y,Y,U,U,U,U,U,U,Y,Y,U,U,C,L,U,Y,U,UNK,U,U,Y,U,U,U,U,{0C83ED3B-0910-495F-AEBA-7EC14F8DF0C5},U,U,U,U,U,U,U,U,U,U,U,U,GB PLY,"a2035370, coa20b, gen20b, h2035370",,,,English Channel; North Atlantic Ocean,,,,,,,
35480,Poole Harbour,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°41'00""N","1°57'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37015,I,S,RN,N,Y,N,N,Y,Y,5,11,6,5,2,,,,U,Y,Y,N,Y,,,Y,N,Y,U,Y,Y,Y,Y,U,Y,Y,U,U,U,U,U,Y,Y,U,N,U,Y,U,Y,Y,Y,Y,Y,U,U,U,U,U,Y,Y,Y,U,U,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{BFC7078E-0576-4ADA-A982-6BB61C50FF11},U,U,U,U,U,U,U,U,U,U,U,U,GB POO,"a2035450, coa20b, gen20b, h2035480",,,,English Channel; North Atlantic Ocean,,,,,,,
33280,Port Ellen,32790,SCOTLAND WEST COAST,GB,United Kingdom,"55°38'00""N","6°12'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35118,I,V,OR,P,N,N,N,Y,U,3,11,3,,1,,,,Y,U,N,N,N,,,Y,N,N,U,Y,Y,Y,Y,U,Y,U,Y,U,U,U,U,Y,Y,U,N,U,U,U,U,U,U,U,Y,U,U,U,U,Y,Y,U,U,U,U,U,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{70AC3F28-BD28-4D45-A27E-16AB0A7F980B},U,U,U,U,U,U,U,U,U,U,U,U,GB PLN,"a1932790, coa19e, gen19a",,,,North Atlantic Ocean,,,,,,,
35450,Portland Harbour,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°35'00""N","2°26'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37015,I,M,CB,F,Y,Y,N,Y,N,11,20,13,11,2,,,,Y,U,Y,Y,Y,,,U,Y,Y,U,U,Y,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,U,S,U,U,UNK,U,U,Y,U,U,U,U,{733ACF97-F793-4828-A5CA-34164C31FA7A},U,U,U,U,U,U,U,U,U,U,U,U,GB PRH,"a2035450, coa20b, gen20b, h2035450",,,,English Channel; North Atlantic Ocean,,,,,,,
32360,Portmahomack Harbor,31870,SCOTLAND EAST COAST,GB,United Kingdom,"57°50'00""N","3°50'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35052,I,S,CB,G,Y,N,N,Y,U,2,5,2,,8,,,,U,U,Y,N,Y,,,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,D,U,U,U,U,UNK,U,U,Y,U,U,U,U,{1F6284B6-DDB0-48A3-8DD8-ECB7F122399C},U,U,U,U,U,U,U,U,U,U,U,U,GB PMK,"a2032350, coa20f, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
32930,Portree Harbor,32790,SCOTLAND WEST COAST,GB,United Kingdom,"57°25'00""N","6°12'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35094,I,V,CN,F,N,Y,N,Y,Y,6,23,3,,4,,,,Y,U,N,N,U,,,U,N,N,U,U,N,Y,Y,U,U,Y,U,U,U,U,U,Y,U,U,Y,U,N,U,U,U,U,U,N,U,U,U,U,Y,Y,Y,Y,U,U,C,U,S,U,U,UNK,U,U,Y,U,U,U,U,{6BAE050D-8B26-48C4-A1DD-E638F7168A4B},U,U,U,U,U,U,U,U,U,U,U,U,GB PRT,"a1932830, coa19e, gen19a",,,,North Atlantic Ocean,,,,,,,
35600,Portsmouth Harbour,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°48'00""N","1°06'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37021,I,M,CT,E,Y,N,N,Y,N,9,23,11,8,3,,,,U,Y,Y,Y,Y,,,U,U,Y,U,U,Y,Y,Y,U,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,Y,Y,U,U,Y,Y,Y,Y,Y,U,Y,Y,Y,Y,Y,Y,U,U,A,L,M,Y,U,UNK,U,U,Y,U,U,U,U,{17937748-1BD4-4F21-AE0B-73FBEBE5D580},U,U,U,U,U,U,U,U,U,U,U,U,"GB ME""","a2035600, coa20c, gen20b, h2035600",,,,English Channel; North Atlantic Ocean,,,,,,,
34980,Port Talbot,34710,WALES,GB,United Kingdom,"51°35'00""N","3°49'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,36044,I,S,CB,G,Y,Y,N,Y,Y,11,22,14,,6,,,,U,Y,U,N,Y,,,Y,U,Y,U,Y,U,U,Y,U,Y,Y,Y,U,Y,U,U,Y,Y,U,Y,Y,Y,U,U,U,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{21C6F2EE-EEC6-4D0F-A3F9-5664520F2642},U,U,U,U,U,U,U,U,U,U,U,U,GB PTB,"a2035070, coa20j, gen20b",,,,Bristol Channel; North Atlantic Ocean,,,,,,,
35715,Ramsgate,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"51°20'00""N","1°25'00""E",Sailing Directions Pub. 192 (Enroute) - North Sea,37028,I,S,CB,G,Y,Y,N,Y,U,6,2,6,,5,,,,U,U,Y,N,Y,,,U,N,Y,U,Y,Y,Y,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,Y,Y,Y,Y,U,U,U,U,U,Y,Y,Y,U,U,C,M,S,Y,U,UNK,U,U,Y,U,U,U,U,{15A4861D-76F1-4402-B0EE-74B35F3EE946},U,U,U,U,U,U,U,U,U,U,U,U,GB RMG,"a2031470, coa20d, gen20b, h2035710",,,,English Channel; North Atlantic Ocean,,,,,,,
33480,Renfrew,32790,SCOTLAND WEST COAST,GB,United Kingdom,"55°53'00""N","4°23'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,36019,I,V,RB,G,N,N,N,Y,Y,6,,2,,3,,,,U,U,Y,N,Y,,,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,B,U,S,U,U,UNK,U,U,Y,U,U,U,U,{C9272480-7ECD-41BA-BC7D-24DBBF2936ED},U,U,U,U,U,U,U,U,U,U,U,U,GB REN,"gen20b, h2033490",,,,North Atlantic Ocean,,,,,,,
31980,Rosyth,31870,SCOTLAND EAST COAST,GB,United Kingdom,"56°01'00""N","3°26'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,35048,I,S,RT,E,Y,N,N,Y,Y,8,13,5,,5,,,,U,U,Y,N,Y,,,Y,U,Y,Y,Y,Y,U,Y,U,Y,Y,Y,U,U,U,U,Y,U,U,Y,Y,Y,U,U,Y,Y,U,Y,U,U,U,U,U,Y,U,Y,Y,Y,C,L,U,Y,U,UNK,U,U,Y,U,U,U,U,{34F949E7-E1AE-4E80-8476-E6B1F85B9BEC},U,U,U,U,U,U,U,U,U,U,U,U,GB ROY,"gen20b, h2031980",,,,North Sea; North Atlantic Ocean,,,,,,,
33470,Rothesay Dock,32790,SCOTLAND WEST COAST,GB,United Kingdom,"55°54'00""N","4°24'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,36019,I,V,RN,F,N,N,N,Y,Y,6,,5,,3,,,,U,U,Y,N,Y,,,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,N,Y,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,D,U,S,U,U,UNK,U,U,Y,U,U,U,U,{FC1BE576-7E9A-4B2A-9FFA-1B622952A22B},U,U,U,U,U,U,U,U,U,U,U,U,,"gen20b, h2033490",,,,North Atlantic Ocean,,,,,,,
33370,Rothesay Harbor,32790,SCOTLAND WEST COAST,GB,United Kingdom,"55°50'00""N","5°03'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,36021,I,V,CB,G,N,N,N,Y,U,13,14,2,,3,,,,Y,U,U,U,N,,,U,N,N,U,U,U,U,Y,U,Y,U,U,U,U,U,U,Y,Y,U,N,U,Y,U,U,U,U,Y,U,U,U,U,U,Y,Y,Y,Y,U,U,C,U,U,U,U,UNK,U,U,U,U,U,U,U,{F1767D2F-AAF3-4CEF-9963-938A92B28DA4},U,U,U,U,U,U,U,U,U,U,U,U,GB RAY,"a2033490, coa20i, gen20b, h2033500",,,,North Atlantic Ocean,,,,,,,
35690,Rye Harbour,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°56'00""N","0°46'00""E",Sailing Directions Pub. 191 (Enroute) - English Channel,37115,I,V,RN,F,Y,N,N,Y,N,0,5,3,,6,,,,N,Y,Y,N,Y,,,U,N,Y,U,U,Y,U,Y,U,Y,Y,U,U,U,U,U,Y,Y,U,Y,U,Y,U,U,U,U,Y,Y,U,U,U,U,U,Y,Y,Y,U,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{85893EAC-96F7-4188-878C-7A3EC2796D6F},U,U,U,U,U,U,U,U,U,U,U,U,GB RU7,"a2035810, coa20c, gen20b",,,,English Channel; North Atlantic Ocean,,,,,,,
32590,Scalloway,32510,SHETLAND ISLANDS,GB,United Kingdom,"60°08'00""N","1°17'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,"35068, 35071",I,V,CN,G,N,N,N,Y,U,9,9,7,,1,90,,7,U,U,N,N,N,,,U,N,Y,U,Y,Y,Y,U,Y,N,N,Y,U,U,U,U,Y,Y,U,N,U,Y,U,Y,U,U,U,Y,U,U,U,U,Y,Y,Y,Y,U,U,C,U,N,Y,U,UNK,U,Y,Y,U,U,U,U,{268255B6-BC28-455B-B42B-980BB520C151},U,U,U,U,U,U,U,U,U,U,U,U,GB SWY,"a2032600, coa20g, gen20b",,,,North Atlantic Ocean,,,,,,,
32500,Scapa Bay,32390,ORKNEY ISLANDS,GB,United Kingdom,"58°57'00""N","2°59'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,"35057, 35058",I,S,CN,G,Y,Y,N,Y,U,14,14,2,14,3,,,,Y,U,Y,N,Y,,,Y,U,Y,Y,U,Y,Y,U,Y,U,U,Y,U,U,U,U,N,Y,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,Y,U,U,C,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{7C766B69-C05D-4BB5-88A4-D199F3A365A3},U,U,U,U,U,U,U,U,U,U,U,U,GB SCF,"coa20f, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
31690,Scarborough,31330,ENGLAND EAST COAST,GB,United Kingdom,"54°17'00""N","0°24'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,35006,I,V,CB,G,Y,N,N,Y,U,2,8,5,,1,,,,Y,U,Y,N,Y,,,Y,N,N,U,U,Y,Y,Y,U,Y,Y,U,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,U,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,U,U,C,U,S,U,U,UNK,U,U,Y,U,U,U,U,{69EE647D-39A5-4410-9292-9DC69466EDB3},U,U,U,U,U,U,U,U,U,U,U,U,GB SCA,"coa20e, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
32780,Scrabster Harbor,32760,SCOTLAND NORTH COAST,GB,United Kingdom,"58°37'00""N","3°33'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35059,I,S,CB,F,Y,Y,N,Y,N,8,9,9,8,4,,,,U,U,Y,N,N,,,Y,N,N,U,Y,Y,Y,Y,Y,N,Y,Y,U,U,U,U,Y,Y,U,N,Y,Y,U,U,Y,Y,Y,Y,U,U,U,Y,Y,Y,Y,Y,Y,Y,C,U,U,Y,U,UNK,U,Y,Y,U,U,U,U,{D9A6BB29-546D-484E-80AB-8250CF12830B},Y,U,Y,Y,Y,N,U,U,Y,U,U,U,GB SCR,"coa20i, gen20b",,,,North Atlantic Ocean,,,,,,,
